date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:37:45	46677/46677	---M--	200	added ('OK')	image/jpeg	etag:%22b655-50450784dccbe%22	http://www.ram3.de/img/ram3_me2.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_me2.html	(from http://www.ram3.de/img/ram3_me2.jpg)
17:37:59	217151/217151	---M--	200	added ('OK')	image/jpeg	etag:%223503f-50450782a3714%22	http://www.ram3.de/img/ram3_head_01.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_head_01.html	(from http://www.ram3.de/img/ram3_head_01.jpg)
17:38:03	223659/223659	---M--	200	added ('OK')	image/jpeg	etag:%22369ab-50450781c19c5%22	http://www.ram3.de/img/ram3_head_02.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_head_02.html	(from http://www.ram3.de/img/ram3_head_02.jpg)
17:38:03	1074/1074	---M-Z	200	added ('OK')	application/javascript	etag:%22432-504507e990511%22	http://www.ram3.de/js/jquery.fittext.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/jquery.fittext.html	(from http://www.ram3.de/js/jquery.fittext.js)
17:38:04	12027/12027	---M-Z	200	added ('OK')	application/javascript	etag:%222efb-504507ec6c7f5%22	http://www.ram3.de/js/scrollReveal.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/scrollReveal.html	(from http://www.ram3.de/js/scrollReveal.js)
17:38:04	12499/12499	---M-Z	200	added ('OK')	application/javascript	etag:%2230d3-504507ecd442d%22	http://www.ram3.de/js/skrollr.min.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/skrollr.min.html	(from http://www.ram3.de/js/skrollr.min.js)
17:38:05	11960/11960	---M-Z	200	added ('OK')	application/javascript	etag:%222eb8-504507ec2ff6d%22	http://www.ram3.de/js/scripts.min.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/scripts.min.html	(from http://www.ram3.de/js/scripts.min.js)
17:38:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:56%20GMT	http://www.ram3.de/css/reckoner.eot	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner.eot	(from http://www.ram3.de/css/style.css)
17:38:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:56%20GMT	http://www.ram3.de/css/reckoner.woff	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner.woff	(from http://www.ram3.de/css/style.css)
17:38:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:57%20GMT	http://www.ram3.de/css/reckoner.ttf	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner.ttf	(from http://www.ram3.de/css/style.css)
17:38:06	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:57%20GMT	http://www.ram3.de/css/reckoner.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner.svg	(from http://www.ram3.de/css/style.css)
17:38:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:57%20GMT	http://www.ram3.de/css/reckoner_bold.eot	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner_bold.eot	(from http://www.ram3.de/css/style.css)
17:38:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:58%20GMT	http://www.ram3.de/css/reckoner_bold.woff	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner_bold.woff	(from http://www.ram3.de/css/style.css)
17:38:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:58%20GMT	http://www.ram3.de/css/reckoner_bold.ttf	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner_bold.ttf	(from http://www.ram3.de/css/style.css)
17:38:07	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:58%20GMT	http://www.ram3.de/css/reckoner_bold.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/css/reckoner_bold.svg	(from http://www.ram3.de/css/style.css)
17:38:08	115644/115644	---M-Z	200	added ('OK')	application/javascript	etag:%221c3bc-504507ec122bc%22	http://www.ram3.de/js/jquery.nicescroll.js	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/js/jquery.nicescroll.html	(from http://www.ram3.de/js/jquery.nicescroll.js)
17:38:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:58%20GMT	http://www.ram3.de/img/ram3_loading.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_loading.jpg	(from http://www.ram3.de/css/style.css)
17:38:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:59%20GMT	http://www.ram3.de/img/menu/ram3_menu_start.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_start.jpg	(from http://www.ram3.de/css/style.css)
17:38:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:59%20GMT	http://www.ram3.de/img/menu/ram3_menu_about.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_about.jpg	(from http://www.ram3.de/css/style.css)
17:38:08	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:59%20GMT	http://www.ram3.de/img/menu/ram3_menu_portfolio.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_portfolio.jpg	(from http://www.ram3.de/css/style.css)
17:38:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:08:59%20GMT	http://www.ram3.de/img/menu/ram3_menu_skills.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_skills.jpg	(from http://www.ram3.de/css/style.css)
17:38:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:00%20GMT	http://www.ram3.de/img/menu/ram3_menu_philoso.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_philoso.jpg	(from http://www.ram3.de/css/style.css)
17:38:09	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:00%20GMT	http://www.ram3.de/img/menu/ram3_menu_kontakt.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/menu/ram3_menu_kontakt.jpg	(from http://www.ram3.de/css/style.css)
17:38:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:00%20GMT	http://www.ram3.de/img/love/ram3_love_website.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_website.jpg	(from http://www.ram3.de/css/style.css)
17:38:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:01%20GMT	http://www.ram3.de/img/love/ram3_love_track.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_track.jpg	(from http://www.ram3.de/css/style.css)
17:38:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:01%20GMT	http://www.ram3.de/img/love/ram3_love_art.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_art.jpg	(from http://www.ram3.de/css/style.css)
17:38:10	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:01%20GMT	http://www.ram3.de/img/love/ram3_love_film2.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_film2.jpg	(from http://www.ram3.de/css/style.css)
17:38:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:01%20GMT	http://www.ram3.de/img/love/ram3_love_video.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_video.jpg	(from http://www.ram3.de/css/style.css)
17:38:11	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:02%20GMT	http://www.ram3.de/img/love/ram3_love_recipe.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/love/ram3_love_recipe.jpg	(from http://www.ram3.de/css/style.css)
17:38:14	1455/1455	---M--	200	added ('OK')	image/png	etag:%227215be2b5b60ae34eecbc7ccd543d0c0%22	https://s3.amazonaws.com/onepagelove/one-page-love-award-left.png	C:/My%20Web%20Sites/Metamorphosis3/s3.amazonaws.com/onepagelove/one-page-love-award-left.png	(from http://www.ram3.de/css/style.css)
17:38:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:04%20GMT	http://www.ram3.de/img/text2.png	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/text2.png	(from http://www.ram3.de/css/style.css)
17:38:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:05%20GMT	http://www.ram3.de/img/ram3_logo_bg.svg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/ram3_logo_bg.svg	(from http://www.ram3.de/css/style.css)
17:38:14	232/232	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2008%20Sep%202015%2012:09:05%20GMT	http://www.ram3.de/img/projekte/mika/mikatitelimg.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/projekte/mika/mikatitelimg.jpg	(from http://www.ram3.de/css/style.css)
17:38:14	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:05%20GMT	http://www.ram3.de/img/projekte/mika/ram3_thumb_mika_300.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/projekte/mika/ram3_thumb_mika_300.jpg	(from http://www.ram3.de/css/style.css)
17:38:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:05%20GMT	http://www.ram3.de/img/projekte/ram3/ram3_thumb.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/projekte/ram3/ram3_thumb.jpg	(from http://www.ram3.de/css/style.css)
17:38:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:06%20GMT	http://www.ram3.de/img/projekte/ram3/ram3_thumb_weitere.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/projekte/ram3/ram3_thumb_weitere.jpg	(from http://www.ram3.de/css/style.css)
17:38:15	314/314	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Tue,%2008%20Sep%202015%2012:09:06%20GMT	http://www.ram3.de/img/projekte/tws/ram3_thumb_tws_300.jpg	C:/My%20Web%20Sites/Metamorphosis3/www.ram3.de/img/projekte/tws/ram3_thumb_tws_300.jpg	(from http://www.ram3.de/css/style.css)
